"CPC21code","CPC21title"
"47691","Audio books on disk, tape or other physical media"
"47692","Text-based disks, tapes or other physical media"
"47699","Other non-musical audio disks and tapes"
"478","Packaged software"
"4781","Systems software, packaged"
"47811","Operating systems, packaged"
"47812","Network software, packaged"
"47813","Database management software, packaged"
"47814","Development tools and programming languages software, packaged"
"4782","Application software, packaged"
"47821","General business productivity and home use applications, packaged"
"47822","Computer game software, packaged"
"47829","Other application software, packaged"
"479","Cards with magnetic strips or chip"
"4791","Cards with a magnetic stripe"
"47910","Cards with a magnetic stripe"
"4792","""Smart cards"""
"47920","""Smart cards"""
"48","Medical appliances, precision and optical instruments, watches and clocks"
"481","Medical and surgical equipment and orthopaedic appliances"
"4811","Apparatus based on the use of X-rays or of alpha, beta or gamma radiations"
"48110","Apparatus based on the use of X-rays or of alpha, beta or gamma radiations"
"4812","Electro-diagnostic apparatus, and ultra-violet or infra-red ray apparatus, used in medical, surgical, dental or veterinary sciences"
"48121","Electro-diagnostic apparatus, used in medical, surgical, dental or veterinary sciences"
"48122","Ultra-violet or infra-red ray apparatus, used in medical, surgical, dental or veterinary sciences"
"4813","Other instruments and appliances (except syringes, needles and the like), used in dental sciences"
"48130","Other instruments and appliances (except syringes, needles and the like), used in dental sciences"
"4814","Medical, surgical or laboratory sterilizers"
"48140","Medical, surgical or laboratory sterilizers"
"4815","Other instruments and appliances used in medical, surgical or veterinary sciences (including syringes, needles, catheters, cannulae, ophthalmic instruments and appliances n.e.c. and electro-medical apparatus n.e.c.)"
"48150","Other instruments and appliances used in medical, surgical or veterinary sciences (including syringes, needles, catheters, cannulae, ophthalmic instruments and appliances n.e.c. and electro-medical apparatus n.e.c.)"
"4816","Mechano-therapy appliances; massage apparatus; psychological aptitude-testing apparatus; ozone therapy, oxygen therapy, aerosol therapy, artificial respiration or other therapeutic respiration apparatus; other breathing appliances and gas masks (excluding protective masks having neither mechanical parts nor replaceable filters)"
"48160","Mechano-therapy appliances; massage apparatus; psychological aptitude-testing apparatus; ozone therapy, oxygen therapy, aerosol therapy, artificial respiration or other therapeutic respiration apparatus; other breathing appliances and gas masks (excluding protective masks having neither mechanical parts nor replaceable filters)"
"4817","Orthopaedic appliances; splints and other fracture appliances; artificial parts of the body; hearing aids and other appliances which are worn or carried, or implanted in the body, to compensate for a defect or disability"
"48171","Orthopaedic appliances; splints and other fracture appliances; artificial parts of the body"
"48172","Hearing aids and other appliances which are worn or carried, or implanted in the body, to compensate for a defect or disability"
"4818","Medical, surgical, dental or veterinary furniture; barbers' chairs and similar chairs, having rotating as well as both reclining and elevating movements"
"48180","Medical, surgical, dental or veterinary furniture; barbers' chairs and similar chairs, having rotating as well as both reclining and elevating movements"
"482","Instruments and appliances for measuring, checking, testing, navigating and other purposes, except optical instruments; industrial process control equipment; parts and accessories thereof"
"4821","Navigational, meteorological, geophysical and similar instruments and appliances"
"48211","Direction finding compasses; other navigational instruments and appliances"
"48212","Rangefinders, theodolites and tachymeters (tacheometers) and levels"
"48219","Other surveying, hydrographic, oceanographic, hydrological, meteorological or geophysical instruments and appliances"
"4822","Radar apparatus, radio navigational aid apparatus and radio remote control apparatus"
"48220","Radar apparatus, radio navigational aid apparatus and radio remote control apparatus"
"4823","Precision balances; instruments for drawing, calculating, measuring length, etc."
"48231","Balances with a sensitivity of 5 cg or better"
"48232","Drafting tables and machines, and other drawing, marking-out or mathematical calculating instruments"
"48233","Instruments for measuring length, for use in the hand (including measuring rods and tapes, micrometers and callipers) n.e.c."
"4824","Instruments and apparatus for measuring or checking electrical quantities, except electricity production or supply meters; instruments and apparatus for measuring or detecting ionizing radiations"
"48241","Instruments and apparatus for measuring or detecting ionizing radiations"
"48242","Cathode-ray oscilloscopes and cathode-ray oscillographs"
"48243","Instruments and apparatus (except cathode-ray oscilloscopes and oscillographs) for measuring or checking voltage, current, resistance or power, without a recording device (except electricity production or supply meters)"
"48244","Instruments and apparatus (except cathode-ray oscilloscopes and oscillographs) for telecommunications"
"48249","Instruments and apparatus for measuring or checking electrical quantities n.e.c."
"4825","Hydrometers and similar floating instruments, thermometers, pyrometers, barometers, hygrometers and psychrometers, instruments and apparatus for measuring or checking the flow, level, pressure or other variables of liquids or gases except navigational, hydrological or meteorological instruments and appliances, gas or liquid supply meters, and automatic regulating or controlling instruments and apparatus for physical or chemical analysis, for measuring or checking viscosity, porosity, expansion, surface tension or the like, or for measuring or checking quantities of heat, sound or light"
