name,reference product,ISIC rev.4 ecoinvent,CPC,EcoSpold01Categories,temporal_tag,tag_confidence,tag_notes,lifetime,age distribution type,loc,scale,minimum,maximum,param_confidence,param_notes
methylene diphenyl diisocyanate production,methylene diphenyl diisocyanate,2013:Manufacture of plastics and synthetic rubber in primary forms,"34150: Amine-function compounds; oxygen-function amino-compounds, except lysine and its esters and salts thereof and […]",,throughput_process,0.95,Methylene diphenyl diisocyanate production (manufacturing),30,,,,,,,
t-butyl amine production,t-butyl amine,2011:Manufacture of basic chemicals,"34150: Amine-function compounds; oxygen-function amino-compounds, except lysine and its esters and salts thereof and […]",,throughput_process,0.95,T‑butylamine chemical production process,30,,,,,,,
"methylene diphenyl diisocyanate production, ISOPA","methylene diphenyl diisocyanate, ISOPA",2013:Manufacture of plastics and synthetic rubber in primary forms,"34150: Amine-function compounds; oxygen-function amino-compounds, except lysine and its esters and salts thereof and […]",,throughput_process,0.95,MDI production (ISOPA) — chemical manufacturing,30,,,,,,,
dimethylaminopropylamine production,dimethylaminopropylamine,2011:Manufacture of basic chemicals,"34150: Amine-function compounds; oxygen-function amino-compounds, except lysine and its esters and salts thereof and […]",,throughput_process,0.95,Dimethylaminopropylamine manufacturing (chemical),30,,,,,,,
ioxynil production,ioxynil,2011:Manufacture of basic chemicals,"34150: Amine-function compounds; oxygen-function amino-compounds, except lysine and its esters and salts thereof and […]",,throughput_process,0.95,Ioxynil production (pesticide intermediate manufacturing),30,,,,,,,
dimethylamine production,dimethylamine,2011:Manufacture of basic chemicals,"34150: Amine-function compounds; oxygen-function amino-compounds, except lysine and its esters and salts thereof and […]",,throughput_process,0.95,Dimethylamine production (chemical process),30,,,,,,,
aniline production,aniline,2011:Manufacture of basic chemicals,"34150: Amine-function compounds; oxygen-function amino-compounds, except lysine and its esters and salts thereof and […]",,throughput_process,0.95,Aniline manufacturing (basic chemical production),30,,,,,,,
cyanoacetic acid production,cyanoacetic acid,2011:Manufacture of basic chemicals,"34150: Amine-function compounds; oxygen-function amino-compounds, except lysine and its esters and salts thereof and […]",,throughput_process,0.95,Cyanoacetic acid production (chemical manufacturing),30,,,,,,,
dipropyl amine production,dipropyl amine,2011:Manufacture of basic chemicals,"34150: Amine-function compounds; oxygen-function amino-compounds, except lysine and its esters and salts thereof and […]",,throughput_process,0.95,Dipropylamine production (industrial chemical process),30,,,,,,,
glycine production,glycine,2011:Manufacture of basic chemicals,"34150: Amine-function compounds; oxygen-function amino-compounds, except lysine and its esters and salts thereof and […]",,throughput_process,0.95,Glycine production (chemical/biochemical manufacturing),30,,,,,,,
acetanilide production,acetanilide,2011:Manufacture of basic chemicals,"34150: Amine-function compounds; oxygen-function amino-compounds, except lysine and its esters and salts thereof and […]",,throughput_process,0.95,Chemical manufacturing of acetanilide (production process).,30,,,,,,,
"electrolyzer production, 1MWe, PEM, Stack","electrolyzer, 1MWe, PEM, Stack",2011:Manufacture of basic chemicals,"34150: Amine-function compounds; oxygen-function amino-compounds, except lysine and its esters and salts thereof and […]",,throughput_process,0.9,"Manufacture of electrolyzer stack (production, not installed stock).",30,,,,,,,
"p-toluidine production, from p-nitrotoluene hydration",p-toluidine,2011:Manufacture of basic chemicals,"34150: Amine-function compounds; oxygen-function amino-compounds, except lysine and its esters and salts thereof and […]",,throughput_process,0.95,Chemical production (p-toluidine synthesis process).,30,,,,,,,
"toluene diisocyanate production, ISOPA","toluene diisocyanate, ISOPA",2013:Manufacture of plastics and synthetic rubber in primary forms,"34150: Amine-function compounds; oxygen-function amino-compounds, except lysine and its esters and salts thereof and […]",,throughput_process,0.95,Chemical/manufacturing of toluene diisocyanate (production process).,30,,,,,,,
2-nitroaniline production,2-nitroaniline,2011:Manufacture of basic chemicals,"34150: Amine-function compounds; oxygen-function amino-compounds, except lysine and its esters and salts thereof and […]",,throughput_process,0.95,Chemical production of 2-nitroaniline (manufacturing process).,30,,,,,,,
"isopropylamine production, from isopropanol amination",isopropylamine,2011:Manufacture of basic chemicals,"34150: Amine-function compounds; oxygen-function amino-compounds, except lysine and its esters and salts thereof and […]",,throughput_process,0.95,Chemical production via amination (isopropylamine manufacturing).,30,,,,,,,
cyanuric chloride production,cyanuric chloride,2011:Manufacture of basic chemicals,"34150: Amine-function compounds; oxygen-function amino-compounds, except lysine and its esters and salts thereof and […]",,throughput_process,0.95,Chemical manufacturing of cyanuric chloride (production process).,30,,,,,,,
ethanolamine production,triethanolamine,2011:Manufacture of basic chemicals,"34150: Amine-function compounds; oxygen-function amino-compounds, except lysine and its esters and salts thereof and […]",,throughput_process,0.95,Chemical production of triethanolamine (manufacturing process).,30,,,,,,,
"plasticiser production, for concrete, based on sulfonated melamine formaldehyde","plasticiser, for concrete, based on sulfonated melamine formaldehyde",2011:Manufacture of basic chemicals,"34150: Amine-function compounds; oxygen-function amino-compounds, except lysine and its esters and salts thereof and […]",,throughput_process,0.95,Manufacture of melamine-formaldehyde based plasticiser (production).,30,,,,,,,
ethanolamine production,monoethanolamine,2011:Manufacture of basic chemicals,"34150: Amine-function compounds; oxygen-function amino-compounds, except lysine and its esters and salts thereof and […]",,throughput_process,0.95,Chemical production of monoethanolamine (manufacturing process).,30,,,,,,,
"2,5-dimethylhexane-2,5-dihydroperoxide production","2,5-dimethylhexane-2,5-dihydroperoxide",2011:Manufacture of basic chemicals,"34150: Amine-function compounds; oxygen-function amino-compounds, except lysine and its esters and salts thereof and […]",,throughput_process,0.95,Chemical synthesis/production of peroxides (manufacturing).,30,,,,,,,
"o-toluidine production, from o-nitrotoluene hydration",o-toluidine,2011:Manufacture of basic chemicals,"34150: Amine-function compounds; oxygen-function amino-compounds, except lysine and its esters and salts thereof and […]",,throughput_process,0.95,Chemical production of o-toluidine (hydration process).,30,,,,,,,
hexamethylenediamine production,hexamethylenediamine,2011:Manufacture of basic chemicals,"34150: Amine-function compounds; oxygen-function amino-compounds, except lysine and its esters and salts thereof and […]",,throughput_process,0.95,Manufacture of hexamethylenediamine (chemical production).,30,,,,,,,
azodicarbonamide production,azodicarbonamide,2011:Manufacture of basic chemicals,"34150: Amine-function compounds; oxygen-function amino-compounds, except lysine and its esters and salts thereof and […]",,throughput_process,0.95,Chemical production of azodicarbonamide (manufacturing process).,30,,,,,,,
7N gallium production,7N Gallium,2011:Manufacture of basic chemicals,"34150: Amine-function compounds; oxygen-function amino-compounds, except lysine and its esters and salts thereof and […]",,throughput_process,0.9,Production of high-purity gallium (manufacturing process).,30,,,,,,,
phenyl isocyanate production,phenyl isocyanate,2011:Manufacture of basic chemicals,"34150: Amine-function compounds; oxygen-function amino-compounds, except lysine and its esters and salts thereof and […]",,throughput_process,0.95,Chemical manufacture of phenyl isocyanate (production).,30,,,,,,,
ethanolamine production,diethanolamine,2011:Manufacture of basic chemicals,"34150: Amine-function compounds; oxygen-function amino-compounds, except lysine and its esters and salts thereof and […]",,throughput_process,0.95,Chemical production of diethanolamine (manufacturing process).,30,,,,,,,
"ethylene diamine production, from ethylene dichloride",ethylene diamine,2011:Manufacture of basic chemicals,"34150: Amine-function compounds; oxygen-function amino-compounds, except lysine and its esters and salts thereof and […]",,throughput_process,0.95,Manufacture of ethylene diamine from EDC (chemical production).,30,,,,,,,
anthranilic acid production,anthranilic acid,2011:Manufacture of basic chemicals,"34150: Amine-function compounds; oxygen-function amino-compounds, except lysine and its esters and salts thereof and […]",,throughput_process,0.95,Chemical production of anthranilic acid (manufacturing).,30,,,,,,,
ethylamine production,ethylamine,2011:Manufacture of basic chemicals,"34150: Amine-function compounds; oxygen-function amino-compounds, except lysine and its esters and salts thereof and […]",,throughput_process,0.95,Ethylamine chemical production (manufacturing process).,30,,,,,,,
lauric diethanolamide production,lauric diethanolamide,2011:Manufacture of basic chemicals,"34150: Amine-function compounds; oxygen-function amino-compounds, except lysine and its esters and salts thereof and […]",,throughput_process,0.95,Manufacture of lauric diethanolamide (chemical production).,30,,,,,,,
"resorcinol production, hydrolysis of meta-phenylene diamine",o-phenylene diamine,2011:Manufacture of basic chemicals,"34150: Amine-function compounds; oxygen-function amino-compounds, except lysine and its esters and salts thereof and […]",,throughput_process,0.95,Resorcinol production (chemical hydrolysis manufacturing).,30,,,,,,,
"aminopyridine production, Chichibabin amination",aminopyridine,2011:Manufacture of basic chemicals,"34150: Amine-function compounds; oxygen-function amino-compounds, except lysine and its esters and salts thereof and […]",,throughput_process,0.95,Aminopyridine production (chemical synthesis process).,30,,,,,,,
"electrolyzer production, 1MWe, SOEC, Stack","electrolyzer, 1MWe, SOEC, Stack",2011:Manufacture of basic chemicals,"34150: Amine-function compounds; oxygen-function amino-compounds, except lysine and its esters and salts thereof and […]",,throughput_process,0.9,"Electrolyzer SOEC stack manufacture (production, not operation).",30,,,,,,,
"battery management system production, for Li-ion battery","battery management system, for Li-ion battery",2720:Manufacture of batteries and accumulators,"46430: Parts of primary cells, primary batteries and electric accumulators (including separators)",,throughput_process,0.95,Manufacture of battery component — steady-state production process,15,,,,,,,
"process exhaust ventilators, general, for perovskite production","exhaust, general",2011:Manufacture of basic chemicals,"34150: Amine-function compounds; oxygen-function amino-compounds, except lysine and its esters and salts thereof and […]",,throughput_process,0.9,Production of process exhaust ventilators (manufacture of equipment).,30,,,,,,,
"resorcinol production, hydrolysis of meta-phenylene diamine",p-phenylene diamine,2011:Manufacture of basic chemicals,"34150: Amine-function compounds; oxygen-function amino-compounds, except lysine and its esters and salts thereof and […]",,throughput_process,0.95,Resorcinol production (chemical hydrolysis manufacturing).,30,,,,,,,
